"","X","City","State","State_Abbr","Plant","Site_Name","Zipcode","Population_Served","County_FIPS","Collection_Date","Sample_ID","Dilution","BCoV.Recovery","BCoV.Recovery.LCI","BCoV.Recovery.UCI","MPXV_G2R_gc_g_dry_weight","MPXV_G2R_gc_g_dry_weight_UCI","MPXV_G2R_gc_g_dry_weight_LCI","MPXV_G2R_norm_PMMoV","PMMoV_gc_g_dry_weight","PMMoV_gc_g_dry_weight_UCI","PMMoV_gc_g_dry_weight_LCI","XBB_bkpt_gc_g_dry_weight","XBB_bkpt_gc_g_dry_weight_UCI","XBB_bkpt_gc_g_dry_weight_LCI","XBB_bkpt_norm_PMMoV","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_UCI","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_LCI","SC2_BA_4_ORF1a_Del141143_norm_PMMoV","MPXV_G2R_gc_g_dry_weight.1","MPXV_G2R_gc_g_dry_weight_UCI.1","MPXV_G2R_gc_g_dry_weight_LCI.1","MPXV_G2R_norm_PMMoV.1","Influenza_A_gc_g_dry_weight","Influenza_A_gc_g_dry_weight_UCI","Influenza_A_gc_g_dry_weight_LCI","Influenza_A_norm_PMMoV","SC2_N_gc_g_dry_weight","SC2_N_gc_g_dry_weight_UCI","SC2_N_gc_g_dry_weight_LCI","SC2_N_norm_PMMoV","SC2_BA_2_LPPA24S_gc_g_dry_weight","SC2_BA_2_LPPA24S_gc_g_dry_weight_UCI","SC2_BA_2_LPPA24S_gc_g_dry_weight_LCI","SC2_BA_2_LPPA24S_norm_PMMoV","SC2_Omicron_Del143145_gc_g_dry_weight","SC2_Omicron_Del143145_gc_g_dry_weight_UCI","SC2_Omicron_Del143145_gc_g_dry_weight_LCI","SC2_Omicron_Del143145_norm_PMMoV","SC2_S_gc_g_dry_weight","SC2_S_gc_g_dry_weight_UCI","SC2_S_gc_g_dry_weight_LCI","SC2_S_norm_PMMoV","SC2_Delta_156157_gc_g_dry_weight","SC2_Delta_156157_gc_g_dry_weight_UCI","SC2_Delta_156157_gc_g_dry_weight_LCI","SC2_Delta_156157_norm_PMMoV","HV_69_70_Del_gc_g_dry_weight","HV_69_70_Del_gc_g_dry_weight_UCI","HV_69_70_Del_gc_g_dry_weight_LCI","HV_69_70_Del_norm_PMMoV","Noro_G2_gc_g_dry_weight","Noro_G2_gc_g_dry_weight_UCI","Noro_G2_gc_g_dry_weight_LCI","Noro_G2_norm_PMMoV","Influenza_B_gc_g_dry_weight","Influenza_B_gc_g_dry_weight_UCI","Influenza_B_gc_g_dry_weight_LCI","Influenza_B_norm_PMMoV","HMPV_4_gc_g_dry_weight","HMPV_4_gc_g_dry_weight_UCI","HMPV_4_gc_g_dry_weight_LCI","HMPV_4_norm_PMMoV","HAV_gc_g_dry_weight","HAV_gc_g_dry_weight_UCI","HAV_gc_g_dry_weight_LCI","HAV_norm_PMMoV","HAdV_F_gc_g_dry_weight","HAdV_F_gc_g_dry_weight_UCI","HAdV_F_gc_g_dry_weight_LCI","HAdV_F_norm_PMMoV","Rotavirus_gc_g_dry_weight","Rotavirus_gc_g_dry_weight_UCI","Rotavirus_gc_g_dry_weight_LCI","Rotavirus_norm_PMMoV","EV.D68_gc_g_dry_weight","EV.D68_gc_g_dry_weight_UCI","EV.D68_gc_g_dry_weight_LCI","EV.D68_norm_PMMoV","C_auris_gc_g_dry_weight","C_auris_gc_g_dry_weight_UCI","C_auris_gc_g_dry_weight_LCI","C_auris_norm_PMMoV","RSV_gc_g_dry_weight","RSV_gc_g_dry_weight_UCI","RSV_gc_g_dry_weight_LCI","RSV_norm_PMMoV","MPXV_G2R_gc_g_dry_weight_trimmed5","MPXV_G2R_norm_PMMoV_trimmed5","PMMoV_gc_g_dry_weight_trimmed5","XBB_bkpt_gc_g_dry_weight_trimmed5","XBB_bkpt_norm_PMMoV_trimmed5","SC2_BA_4_ORF1a_Del141143_gc_g_dry_weight_trimmed5","SC2_BA_4_ORF1a_Del141143_norm_PMMoV_trimmed5","MPXV_G2R_gc_g_dry_weight_trimmed5.1","MPXV_G2R_norm_PMMoV_trimmed5.1","Influenza_A_gc_g_dry_weight_trimmed5","Influenza_A_norm_PMMoV_trimmed5","SC2_N_gc_g_dry_weight_trimmed5","SC2_N_norm_PMMoV_trimmed5","SC2_BA_2_LPPA24S_gc_g_dry_weight_trimmed5","SC2_BA_2_LPPA24S_norm_PMMoV_trimmed5","SC2_Omicron_Del143145_gc_g_dry_weight_trimmed5","SC2_Omicron_Del143145_norm_PMMoV_trimmed5","SC2_S_gc_g_dry_weight_trimmed5","SC2_S_norm_PMMoV_trimmed5","SC2_Delta_156157_gc_g_dry_weight_trimmed5","SC2_Delta_156157_norm_PMMoV_trimmed5","HV_69_70_Del_gc_g_dry_weight_trimmed5","HV_69_70_Del_norm_PMMoV_trimmed5","Noro_G2_gc_g_dry_weight_trimmed5","Noro_G2_norm_PMMoV_trimmed5","Influenza_B_gc_g_dry_weight_trimmed5","Influenza_B_norm_PMMoV_trimmed5","HMPV_4_gc_g_dry_weight_trimmed5","HMPV_4_norm_PMMoV_trimmed5","HAV_gc_g_dry_weight_trimmed5","HAV_norm_PMMoV_trimmed5","HAdV_F_gc_g_dry_weight_trimmed5","HAdV_F_norm_PMMoV_trimmed5","Rotavirus_gc_g_dry_weight_trimmed5","Rotavirus_norm_PMMoV_trimmed5","EV.D68_gc_g_dry_weight_trimmed5","EV.D68_norm_PMMoV_trimmed5","C_auris_gc_g_dry_weight_trimmed5","C_auris_norm_PMMoV_trimmed5","RSV_gc_g_dry_weight_trimmed5","RSV_norm_PMMoV_trimmed5","MPXV_G2R_num_wells","PMMoV_num_wells","XBB_bkpt_num_wells","SC2_BA_4_ORF1a_Del141143_num_wells","MPXV_G2R_num_wells.1","Influenza_A_num_wells","SC2_N_num_wells","SC2_BA_2_LPPA24S_num_wells","SC2_Omicron_Del143145_num_wells","SC2_S_num_wells","SC2_Delta_156157_num_wells","HV_69_70_Del_num_wells","Noro_G2_num_wells","Influenza_B_num_wells","HMPV_4_num_wells","HAV_num_wells","HAdV_F_num_wells","Rotavirus_num_wells","EV.D68_num_wells","C_auris_num_wells","RSV_num_wells"
"23248",23248,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/6/2023","33-230306",1,1.387,1.255,1.522,0,0,0,0,478439349.5,503864413.1,453519213.2,284550.4991,308021.0599,261082.3891,0.000594747,NA,NA,NA,NA,0,0,0,0,0,0,0,0,410485.3776,445805.6363,377306.8051,0.000857967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43622813.09,45585321.97,41963204.31,0.09117731,0,0,0,0,17275.33485,24709.06864,11507.69609,3.61076798281924e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34169.6768,43137.04751,26541.35443,7.14190353150545e-05,0,0,363449790.3,185904.3805,0.000431454,NA,NA,0,0,0,0,209744.8425,0.000536001,NA,NA,NA,NA,NA,NA,NA,NA,10520.66296,3.14077714737281e-05,11427411.45,0.033760169,0,0,9486.316711,2.63361882408729e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12507.47507,3.67076099880945e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23249",23249,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/7/2023","33-230307",1,0.404,0.01,0.82,0,0,0,0,214516699.4,429100736.5,15302052.89,46662.67242,72987.425,25993.28263,0.000217525,NA,NA,NA,NA,0,0,0,0,0,0,0,0,72417.47672,113862.1166,39075.24434,0.000337584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8414.880377,12186.65752,4831.357409,3.9227157602918e-05,7044003.441,10015744.32,4248879.034,0.03283662,0,0,0,0,3365.86234,5984.55551,926.7867212,1.56904443747997e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3126.126483,4993.254678,1529.563639,1.45728816960818e-05,0,0,399666136.5,176438.6983,0.000375129,NA,NA,0,0,0,0,234910.1908,0.000559608,NA,NA,NA,NA,NA,NA,NA,NA,13210.69219,3.50870598577663e-05,17072958.75,0.043763932,0,0,10750.04968,2.66125059618306e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8107.274828,2.47993914305392e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23250",23250,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/9/2023","33-230309",1,1.536,1.304,1.771,0,0,0,0,538685174.8,559068128.9,518631283,154690.8131,163924.6293,146110.7466,0.000287164,NA,NA,NA,NA,0,0,0,0,1426.0334,2441.390613,445.8292675,2.64724827446087e-06,161840.3446,171203.5662,152144.8677,0.000300436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13324.0532,15899.94519,11042.75827,2.47343974234681e-05,14597217.7,15228464.39,14026962.47,0.027097864,1431.19748,2450.2316,743.7411926,2.6568347281731e-06,29761.26141,33530.927,26285.51295,5.52479682081037e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8587.712859,10772.5351,5932.501437,1.59419884948783e-05,0,0,419036312.4,181575.7262,0.000375129,NA,NA,0,0,0,0,260568.2266,0.000559608,NA,NA,NA,NA,NA,NA,NA,NA,13210.69219,3.50870598577663e-05,19086258.04,0.047273943,0,0,18064.5525,3.59583485246563e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500.992348,2.05833073280513e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23251",23251,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/12/2023","33-230312",1,2.823,2.606,3.048,0,0,0,0,433251953.2,448974259.7,417542235,105485.8665,128839.5921,75932.55242,0.000243475,NA,NA,NA,NA,0,0,0,0,0,0,0,0,209378.9577,227959.2157,190800.4483,0.000483273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17893.143,24280.61018,12112.82114,4.12996245469128e-05,24742652.9,26465830.48,22960843.4,0.057109155,0,0,0,0,7157.061248,11431.73998,3455.349245,1.65193975376727e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,386192980.1,139482.1357,0.000315746,NA,NA,0,0,475.3444665,8.82416091486958e-07,221158.2766,0.000530045,NA,NA,NA,NA,NA,NA,NA,NA,13210.69219,3.50870598577663e-05,14261707.22,0.037270179,0,0,17393.18392,3.73126924940165e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4816.752718,1.25725635101206e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23252",23252,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/14/2023","33-230314",1,1.013,0.919,1.107,0,0,0,0,345417634.5,358010231.9,332834357.2,385604.2742,416088.7572,355143.3323,0.001116342,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1052118.662,1129367.725,978709.3155,0.003045932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103868.5962,116542.0343,92149.89774,0.000300704,17918903.52,18492759.37,17271665.83,0.051876053,0,0,0,0,30288.4364,37504.51406,22948.80636,8.76864218139425e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10789.1377,15431.7596,7187.030337,3.12350517931939e-05,0,0,386192980.1,146942.9756,0.00036723,NA,NA,0,0,475.3444665,8.82416091486958e-07,231704.6057,0.00061822,NA,NA,NA,NA,NA,NA,NA,NA,13349.68387,3.11729703348414e-05,16365917.39,0.043525415,0,0,25103.6423,6.10350339194397e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7371.089791,1.8126620209158e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23253",23253,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/16/2023","33-230316",1,1.098,1.01,1.186,0,0,0,0,379909352.7,393483608.1,364877841.7,158269.7276,176242.9544,145191.2041,0.000416599,NA,NA,NA,NA,0,0,0,0,7743.534025,9775.704452,6014.811743,2.03825832932503e-05,292255.5276,310295.357,278663.6353,0.000769277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6676.280822,10624.86337,3046.13994,1.7573352101578e-05,10269000.45,10865647.88,9964040.211,0.027030133,0,0,0,0,15261.22909,18583.56837,12385.56595,4.01707117362731e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736.418813,4022.581441,1600.765251,7.20282033940178e-06,0,0,386192980.1,140132.9063,0.000352667,NA,NA,0,0,0,0,255610.9236,0.00061822,NA,NA,NA,NA,NA,NA,NA,NA,17109.03412,3.46161490899624e-05,19077047.44,0.04529166,0,0,26117.68549,5.8203293301342e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4508.518838,1.28126240441986e-05,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23254",23254,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/19/2023","33-230319",1,1.12,1.033,1.207,0,0,0,0,321334948.9,334091736.4,308587783.9,127868.386,142893.2156,111658.0534,0.000397929,NA,NA,NA,NA,0,0,0,0,0,0,0,0,193479.3317,211291.4936,175669.06,0.000602111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831.855413,13451.09832,5415.639361,2.74848890341432e-05,16581630.95,17388887.42,15829025.69,0.051602326,0,0,0,0,52998.03158,63285.72454,41079.82188,0.000164931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29474.10162,38485.21345,21154.81179,9.17239214795505e-05,0,0,348887312,140132.9063,0.000438048,NA,NA,0,0,0,0,250311.0483,0.000643106,NA,NA,NA,NA,NA,NA,NA,NA,13370.08006,2.67073916081842e-05,14923178.31,0.042013334,0,0,26117.68549,5.8203293301342e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4508.518838,1.28126240441986e-05,5,2,6,NA,5,6,6,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,5
"23255",23255,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/21/2023","33-230321",1,1.027,0.794,1.272,0,0,0,0,701635594.3,842108561.3,568769494.3,134260.6053,149870.5546,119775.3444,0.000191354,NA,NA,NA,NA,0,0,0,0,0,0,0,0,265198.2856,286432.116,243966.3973,0.000377972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24602.10395,32415.87264,18158.14538,3.50639336888313e-05,22730607.84,24477194.3,21021435.54,0.0323966,0,0,0,0,32803.39097,41700.07705,24944.0511,4.67527463538104e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,327717930.6,121838.0741,0.000386808,NA,NA,0,0,0,0,202277.3122,0.00056186,NA,NA,NA,NA,NA,NA,NA,NA,5169.378745,1.50194137119071e-05,11850052.8,0.033822603,0,0,20728.74938,4.56720770108234e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.1396042,2.40094011313393e-06,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23256",23256,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/23/2023","33-230323",1,1.429,1.307,1.551,0,0,0,0,206929227.5,215660798.2,198203074.8,103385.2309,117260.1325,82200.57125,0.000499616,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115451.7868,130077.8239,96055.23492,0.000557929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8699527.016,9136590.613,8322613.489,0.042041074,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,396902470.3,110845.6891,0.000311727,NA,NA,0,0,0,0,161399.0447,0.000487146,NA,NA,NA,NA,NA,NA,NA,NA,2943.951804,9.16162967804773e-06,11933085.19,0.030780649,0,0,25932.04822,4.97984760427774e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1875.119196,3.19189342134697e-06,6,2,5,NA,6,5,5,NA,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,5
"23257",23257,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/26/2023","33-230326",1,2.184,1.976,2.398,0,0,0,0,281909490.1,312766175.4,251956452.6,97511.71632,113637.6045,80698.60614,0.000345897,NA,NA,NA,NA,0,0,0,0,0,0,0,0,148154.3194,176157.818,119620.4185,0.000525539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4155238.648,4388777.716,3914908.303,0.01473962,0,0,0,0,14121.62808,18117.79151,10556.35301,5.00927729423866e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,449655500.9,112976.4289,0.000345622,NA,NA,0,0,0,0,185305.3626,0.000487146,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9238518.871,0.022673295,0,0,25849.18603,4.97984760427774e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,5,NA,6,5,5,NA,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,5
"23258",23258,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/28/2023","33-230328",1,1.218,0.897,1.496,0,0,0,0,587462972,635595470.6,531934640,101283.4504,119152.6211,84381.13686,0.000172408,NA,NA,NA,NA,0,0,0,0,5625.357587,9630.720194,1874.920318,9.5756802640409e-06,142563.4829,164184.7723,124168.1033,0.000242677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10518097.61,12082778.69,9262717.306,0.017904273,0,0,0,0,30871.12562,38288.70682,24480.36331,5.25499088321353e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625.357587,9630.720194,1783.723699,9.5756802640409e-06,0,0,449655500.9,138976.6933,0.000359305,NA,NA,0,0,0,0,174740.1828,0.000446376,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9238518.871,0.021852568,0,0,25218.61245,4.54051101270095e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,5,NA,6,5,5,NA,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,5
"23259",23259,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","3/30/2023","33-230330",1,0.806,0.677,0.932,0,0,0,0,479594040.7,490452719.6,468750255.9,252165.7607,277984.4995,232276.1985,0.00052579,NA,NA,NA,NA,0,0,0,0,0,0,0,0,347275.8873,364999.7487,322337.2216,0.000724104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8497931.984,8859602.867,8213913.142,0.017719011,0,0,0,0,32554.8044,38478.76335,27841.59798,6.78799185122531e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,523177732.8,137018.8551,0.000250236,NA,NA,0,0,0,0,174740.1828,0.000341727,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11992471.89,0.021852568,0,0,25218.61245,4.54051101270095e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,5,NA,6,5,5,NA,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,5
"23260",23260,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","4/2/2023","33-230402",1,1.216,1.107,1.325,0,0,0,0,913335256.8,935723480.7,890977894.2,212261.3987,238552.54,186857.667,0.000232403,NA,NA,NA,NA,0,0,0,0,0,0,0,0,233502.746,261714.7727,207986.171,0.000255659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27340160.97,28746868.33,26388609.99,0.02993442,0,0,0,0,30663.08364,37660.6483,24591.33239,3.35726486065066e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,523177732.8,132579.7756,0.000206692,NA,NA,0,0,0,0,166220.4334,0.000255126,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14141208.81,0.027198098,0,0,23963.52676,3.55777426000867e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,2,3,NA,5,3,3,NA,NA,NA,NA,5,3,3,5,NA,NA,NA,NA,NA,3
"23261",23261,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","4/4/2023","33-230404",1,1.079,0.998,1.16,0,0,0,0,502476185.6,516318916.2,486475166.2,84194.47766,94778.29558,74430.12296,0.000167559,NA,NA,NA,NA,0,0,0,0,0,0,0,0,122595.0714,142144.7374,104141.854,0.000243982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452.033536,5909.93647,1793.895688,6.87004406363652e-06,16961386.09,17657083.19,16322427.08,0.033755602,0,0,0,0,10356.37103,14218.35381,6313.114417,2.06106703616183e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,513124048.3,182873.879,0.000312248,NA,NA,0,0,0,0,234457.9016,0.000415001,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19748563.26,0.034668231,0,0,21190.88569,3.1550624092061e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23262",23262,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","4/6/2023","33-230406",1,0.977,0.879,1.082,0,0,0,0,370687457,383076892.1,358308615.2,79796.20598,90148.00771,70269.45569,0.000215265,NA,NA,NA,NA,0,0,0,0,0,0,0,0,98504.81986,109958.1893,87448.28983,0.000265736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14944142.74,15592214.24,14361233.06,0.040314671,0,0,0,0,5332.258927,8517.044257,3062.025569,1.43847838014805e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,551963388.2,129915.8764,0.000205076,NA,NA,0,0,0,0,164902.9522,0.000255126,NA,NA,NA,NA,NA,NA,NA,NA,844.0996106,1.41600827490313e-06,27399052.31,0.045880519,0,0,15753.37725,2.60856368685387e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
"23263",23263,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","4/9/2023","33-230409",1,0.885,0.782,0.983,0,0,0,0,557301918.5,575734324.2,539791117,272563.4885,321069.8804,235344.1345,0.000489077,NA,NA,NA,NA,0,0,0,0,0,0,0,0,403268.6768,472091.289,357715.3951,0.000723609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,45585628.12,51628342.85,42097709.07,0.081797006,0,0,0,0,22553.2024,29134.49234,14674.83384,4.04685533080582e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,476821853.7,86252.13223,0.00024908,NA,NA,0,0,0,0,121007.9197,0.000322089,NA,NA,NA,NA,NA,NA,NA,NA,844.0996106,1.41600827490313e-06,23557149.88,0.058265971,0,0,10894.49232,2.68170247774236e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,2,6,NA,5,6,6,NA,NA,NA,NA,5,6,6,5,NA,NA,NA,NA,NA,6
"23264",23264,"Santa Cruz","California","CA","Santa Cruz County, CA","City of Santa Cruz WTF - County Influent",95060,160000,"06087","4/11/2023","33-230411",1,0.692,0.586,0.806,0,0,0,0,596112060.6,661373265.6,535990587.8,93291.75298,102484.5031,84099.87639,0.0001565,NA,NA,NA,NA,0,0,0,0,0,0,0,0,138611.0392,150216.5943,127405.6423,0.000232525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532.298832,4335.335456,1315.943121,4.24802482470939e-06,37895609.87,39645566.24,36623602.16,0.063571285,0,0,0,0,14350.55832,18116.66166,11088.19495,2.40735916374913e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,508033812,105823.8729,0.000266299,NA,NA,0,0,0,0,161312.6194,0.000365272,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33098563.89,0.072093416,0,0,12740.52368,2.80738889305569e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,2,6,NA,6,6,6,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,6
